,Highest Offense Description,Family Violence,Occurred Date,Location Type,Zip Code,Latitude,Longitude
408550,FAMILY DISTURBANCE,N,2020-08-14,RESIDENCE / HOME,78758,30.40796357,-97.69407443
408576,FAMILY DISTURBANCE,N,2019-05-25,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.18493479,-97.76485956
408593,BURGLARY OF VEHICLE,N,2019-01-04,RESIDENCE / HOME,78741,30.23867288,-97.72038001
408601,BURGLARY OF VEHICLE,N,2021-06-03,RESIDENCE / HOME,78753,30.40057166,-97.65286696
408608,FAMILY DISTURBANCE,N,2019-07-27,RESIDENCE / HOME,78741,30.2290038,-97.70310131
408614,BURGLARY OF VEHICLE,N,2019-09-24,PARKING /DROP LOT/ GARAGE,78745,30.2310247,-97.7973052
408619,BURGLARY OF VEHICLE,N,2020-09-23,RESIDENCE / HOME,78759,30.38514788,-97.73850323
408652,FAMILY DISTURBANCE,N,2020-10-31,RESIDENCE / HOME,78730,30.36917279,-97.80245837
408664,FAMILY DISTURBANCE,N,2020-08-26,RESIDENCE / HOME,78723,30.31995698,-97.6887367
408665,BURGLARY OF VEHICLE,N,2019-11-14,OTHER / UNKNOWN,78757,30.36810318,-97.72436513
408673,CRIMINAL MISCHIEF,N,2021-07-10,RESIDENCE / HOME,78758,30.37320979,-97.71878701
408689,FAMILY DISTURBANCE,N,2021-03-11,RESIDENCE / HOME,78749,30.22793449,-97.8288109
408714,FAMILY DISTURBANCE,N,2020-01-15,RESIDENCE / HOME,78727,30.44046982,-97.74483168
408734,BURGLARY OF VEHICLE,N,2020-03-24,RESIDENCE / HOME,78745,30.2291229,-97.79626561
408775,THEFT,N,2020-12-02,RESIDENCE / HOME,78753,30.34153505,-97.70190398
408787,THEFT,N,2020-04-27,OTHER / UNKNOWN,78756,30.31135399,-97.73962847
408792,FAMILY DISTURBANCE,N,2019-12-26,RESIDENCE / HOME,78723,30.31954402,-97.70328992
408839,BURGLARY OF VEHICLE,N,2019-12-15,RESIDENCE / HOME,78721,30.26293268,-97.69056168
408853,BURGLARY OF VEHICLE,N,2021-07-22,OTHER / UNKNOWN,78753,30.37731622,-97.67450359
408854,CRIMINAL MISCHIEF,N,2020-03-29,PARKING /DROP LOT/ GARAGE,78704,30.22648426,-97.75448438
408893,FAMILY DISTURBANCE,N,2021-07-18,RESIDENCE / HOME,78745,30.22198405,-97.77185517
408905,BURGLARY OF VEHICLE,N,2019-07-29,RESIDENCE / HOME,78701,30.26954298,-97.7381187
408910,THEFT,N,2019-08-24,RESIDENCE / HOME,78727,30.42064776,-97.68443489
408912,BURGLARY OF VEHICLE,N,2019-07-18,RESIDENCE / HOME,78753,30.36685695,-97.69196411
408918,FAMILY DISTURBANCE,N,2021-11-21,RESIDENCE / HOME,78753,30.39295402,-97.67684845
408930,FAMILY DISTURBANCE,N,2021-12-17,RESIDENCE / HOME,78741,30.23142373,-97.74139816
408971,FAMILY DISTURBANCE,N,2020-11-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.19147891,-97.7408994
408983,CRIMINAL MISCHIEF,N,2019-01-27,RESIDENCE / HOME,78757,30.35482806,-97.71698285
409014,FAMILY DISTURBANCE,N,2021-07-06,HOTEL / MOTEL / ETC.,78701,30.25918191,-97.73782058
409026,THEFT,N,2019-07-30,OTHER / UNKNOWN,78704,30.22904146,-97.75992391
409040,CRIMINAL MISCHIEF,N,2020-06-30,PARKING /DROP LOT/ GARAGE,78724,30.32884413,-97.64198083
409042,FAMILY DISTURBANCE,N,2021-04-22,RESIDENCE / HOME,78747,30.15276867,-97.76150522
409043,THEFT,N,2021-12-26,GROCERY / SUPERMARKET,78751,30.30046387,-97.71965158
409050,FAMILY DISTURBANCE,N,2021-12-17,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78723,30.30349787,-97.70621545
409094,BURGLARY OF VEHICLE,N,2019-11-05,PARKING /DROP LOT/ GARAGE,78727,30.42948175,-97.74372078
409099,FAMILY DISTURBANCE,N,2021-01-30,RESIDENCE / HOME,78741,30.23496305,-97.7183772
409110,FAMILY DISTURBANCE,N,2020-08-08,RESIDENCE / HOME,78752,30.32449984,-97.68390412
409116,BURGLARY OF VEHICLE,N,2019-07-21,PARKING /DROP LOT/ GARAGE,78731,30.3659152,-97.7872499
409138,THEFT,N,2020-12-04,RESIDENCE / HOME,78741,30.22321311,-97.72145383
409157,CRIMINAL MISCHIEF,N,2019-09-01,PARKING /DROP LOT/ GARAGE,78749,30.23068137,-97.83920739
409169,FAMILY DISTURBANCE,N,2020-11-01,RESIDENCE / HOME,78744,30.19539818,-97.74674974
409189,THEFT,N,2019-06-19,RESIDENCE / HOME,78723,30.30845732,-97.67900647
409195,THEFT,N,2020-05-01,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.22111053,-97.75655337
409197,CRIMINAL MISCHIEF,N,2020-11-12,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.267699,-97.73792112
409249,THEFT,N,2021-03-23,RESIDENCE / HOME,78745,30.18642303,-97.77820828
409261,BURGLARY OF VEHICLE,N,2019-12-04,PARKING /DROP LOT/ GARAGE,78702,30.26578081,-97.70842996
409383,THEFT,N,2020-05-06,COMMERCIAL / OFFICE BUILDING,78746,30.33539923,-97.80609969
409390,CRIMINAL MISCHIEF,N,2020-06-29,RESIDENCE / HOME,78745,30.21065887,-97.78580992
409414,BURGLARY OF VEHICLE,N,2021-11-04,PARKING /DROP LOT/ GARAGE,78726,30.4251922,-97.84512316
409428,THEFT,N,2020-02-29,BAR / NIGHTCLUB,78701,30.26750231,-97.74396875
409429,BURGLARY OF VEHICLE,N,2019-04-05,PARKING /DROP LOT/ GARAGE,78741,30.22935819,-97.72621907
409434,CRIMINAL MISCHIEF,N,2019-12-14,RENTAL STORAGE FACILITY,78754,30.37371995,-97.61213536
409450,FAMILY DISTURBANCE,N,2021-07-18,RESIDENCE / HOME,78741,30.23918183,-97.69689751
409516,CRIMINAL MISCHIEF,N,2020-01-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.3026286,-97.66097267
409560,BURGLARY OF VEHICLE,N,2019-06-20,DEPARTMENT / DISCOUNT STORE,78758,30.40168382,-97.72673719
409568,THEFT,N,2021-12-29,RESIDENCE / HOME,78754,30.38880625,-97.6448883
409617,FAMILY DISTURBANCE,N,2020-02-16,RESIDENCE / HOME,78723,30.30755468,-97.67805181
409645,CRIMINAL MISCHIEF,N,2019-09-28,CONVENIENCE STORE,78741,30.22504044,-97.7029622
409656,BURGLARY OF VEHICLE,N,2019-08-11,OTHER / UNKNOWN,78757,30.34124665,-97.73673195
409698,THEFT,N,2019-03-13,PARKING /DROP LOT/ GARAGE,78613,30.46703249,-97.81031129
409711,FAMILY DISTURBANCE,N,2019-10-21,RESIDENCE / HOME,78741,30.2290038,-97.70310131
409720,FAMILY DISTURBANCE,N,2019-05-24,RESIDENCE / HOME,78704,30.23396557,-97.77673189
409725,THEFT,N,2019-07-15,AIR / BUS / TRAIN TERMINAL,78705,30.28821552,-97.74344478
409739,BURGLARY OF VEHICLE,N,2019-10-02,RESIDENCE / HOME,78758,30.40934374,-97.69873297
409755,BURGLARY OF VEHICLE,N,2020-11-07,PARK / PLAYGROUND,78750,30.40673042,-97.79031913
409760,THEFT,N,2021-03-06,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78748,30.17388993,-97.81974365
409767,BURGLARY OF VEHICLE,N,2021-09-25,HOTEL / MOTEL / ETC.,78703,30.27782982,-97.75105611
409777,BURGLARY OF VEHICLE,N,2021-04-23,PARKING /DROP LOT/ GARAGE,78757,30.34111104,-97.71801442
409784,CRIMINAL MISCHIEF,N,2021-11-15,RESIDENCE / HOME,78702,30.27574257,-97.7061469
409791,FAMILY DISTURBANCE,N,2021-12-10,RESIDENCE / HOME,78758,30.35791759,-97.71486928
409810,BURGLARY OF VEHICLE,N,2021-08-23,RESIDENCE / HOME,78723,30.30701475,-97.69933944
409818,FAMILY DISTURBANCE,N,2019-03-09,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.22456119,-97.77048515
409827,FAMILY DISTURBANCE,N,2021-03-04,RESIDENCE / HOME,78749,30.22134088,-97.86501511
409828,FAMILY DISTURBANCE,N,2019-09-15,RESIDENCE / HOME,78726,30.43679351,-97.83820902
409872,FAMILY DISTURBANCE,N,2021-01-22,RESIDENCE / HOME,78758,30.41429718,-97.69819774
409887,THEFT,N,2019-01-28,OTHER / UNKNOWN,78753,30.34021993,-97.68225474
409921,BURGLARY OF VEHICLE,N,2021-10-19,PARKING /DROP LOT/ GARAGE,78741,30.2208472,-97.69218824
409932,THEFT,N,2020-07-24,RESIDENCE / HOME,78752,30.32366163,-97.70961354
409958,FAMILY DISTURBANCE,N,2021-11-12,RESIDENCE / HOME,78727,30.42057558,-97.69602041
409959,THEFT,N,2020-11-03,RESIDENCE / HOME,78757,30.36251345,-97.73406929
409985,FAMILY DISTURBANCE,N,2019-10-08,RESIDENCE / HOME,78749,30.23064947,-97.84562819
409990,BURGLARY OF VEHICLE,N,2019-05-06,RESIDENCE / HOME,78727,30.42092143,-97.70967318
410003,THEFT,N,2020-05-19,RESIDENCE / HOME,78703,30.29833485,-97.75084662
410006,THEFT,N,2020-03-09,RESTAURANT,78705,30.28284219,-97.7423974
410062,THEFT,N,2019-04-18,DEPARTMENT / DISCOUNT STORE,78746,30.25788603,-97.80700704
410080,CRIMINAL MISCHIEF,N,2020-10-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78617,30.20537654,-97.63833708
410087,THEFT,N,2021-06-12,RESIDENCE / HOME,78758,30.37239143,-97.71561186
410174,BURGLARY OF VEHICLE,N,2019-06-06,RESIDENCE / HOME,78753,30.40379043,-97.64698666
410226,BURGLARY OF VEHICLE,N,2021-01-07,PARKING /DROP LOT/ GARAGE,78752,30.3321986,-97.70517392
410234,THEFT,N,2019-10-11,RESIDENCE / HOME,78741,30.23597678,-97.71859048
410281,CRIMINAL MISCHIEF,N,2019-05-07,RESTAURANT,78759,30.40034157,-97.74739398
410311,CRIMINAL MISCHIEF,N,2020-01-09,OTHER / UNKNOWN,78757,30.33085195,-97.72353669
410315,BURGLARY OF VEHICLE,N,2020-05-15,PARKING /DROP LOT/ GARAGE,78704,30.23628691,-97.7933249
410322,THEFT,N,2020-08-06,COMMERCIAL / OFFICE BUILDING,78701,30.26684971,-97.74501918
410339,THEFT,N,2021-08-25,OTHER / UNKNOWN,78704,30.23778057,-97.75479405
410447,FAMILY DISTURBANCE,N,2021-02-05,RESIDENCE / HOME,78758,30.39833415,-97.70303159
410467,BURGLARY OF VEHICLE,N,2020-04-17,COMMERCIAL / OFFICE BUILDING,78745,30.22056844,-97.76173947
410480,FAMILY DISTURBANCE,N,2021-11-18,RESIDENCE / HOME,78748,30.1804823,-97.83801809
410509,FAMILY DISTURBANCE,N,2021-05-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26469252,-97.73790373
410517,THEFT,N,2021-11-24,RESIDENCE / HOME,78704,30.22719471,-97.76451801
410533,FAMILY DISTURBANCE,N,2020-06-22,RESIDENCE / HOME,78758,30.36926216,-97.69510501
410544,THEFT,N,2020-03-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.35077368,-97.71332853
410594,CRIMINAL MISCHIEF,N,2019-08-23,PARKING /DROP LOT/ GARAGE,78704,30.23842839,-97.7834461
410597,CRIMINAL MISCHIEF,N,2019-06-08,COMMERCIAL / OFFICE BUILDING,78753,30.34494568,-97.69722556
410603,THEFT,N,2020-02-07,RESTAURANT,78704,30.22338277,-97.76259882
410621,BURGLARY OF VEHICLE,N,2020-03-03,PARKING /DROP LOT/ GARAGE,78745,30.18517102,-97.79213281
410637,FAMILY DISTURBANCE,N,2020-11-06,RESIDENCE / HOME,78758,30.36030464,-97.69887365
410638,BURGLARY OF VEHICLE,N,2019-01-27,PARKING /DROP LOT/ GARAGE,78731,30.35786044,-97.79117945
410662,THEFT,N,2020-12-04,COMMERCIAL / OFFICE BUILDING,78731,30.37552029,-97.76302527
410667,FAMILY DISTURBANCE,N,2021-05-03,RESIDENCE / HOME,78753,30.39665922,-97.66375058
410675,FAMILY DISTURBANCE,N,2019-11-10,RESIDENCE / HOME,78751,30.31594103,-97.71686429
410697,FAMILY DISTURBANCE,N,2020-07-17,RESIDENCE / HOME,78749,30.20583429,-97.85558279
410760,CRIMINAL MISCHIEF,N,2019-04-01,RESIDENCE / HOME,78753,30.34600158,-97.68706499
410792,FAMILY DISTURBANCE,N,2021-07-18,RESIDENCE / HOME,78660,30.43203385,-97.66912818
410808,BURGLARY OF VEHICLE,N,2020-08-30,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.24424802,-97.75472906
410821,BURGLARY OF VEHICLE,N,2021-03-20,PARKING /DROP LOT/ GARAGE,78703,30.27751011,-97.77281544
410853,BURGLARY OF VEHICLE,N,2021-05-03,RESIDENCE / HOME,78749,30.20733795,-97.83600714
410862,BURGLARY OF VEHICLE,N,2019-07-18,RESIDENCE / HOME,78756,30.31995108,-97.74123611
410884,CRIMINAL MISCHIEF,N,2019-02-01,RESIDENCE / HOME,78756,30.30929849,-97.74706636
410892,THEFT,N,2020-02-03,SERVICE/ GAS STATION,78758,30.37589234,-97.7261306
410904,CRIMINAL MISCHIEF,N,2019-07-03,RESIDENCE / HOME,78746,30.26885862,-97.80360526
410943,BURGLARY OF VEHICLE,N,2019-06-05,PARKING /DROP LOT/ GARAGE,78758,30.35573189,-97.71248663
410986,THEFT,N,2020-04-05,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.3060469,-97.67961797
411000,THEFT,N,2019-06-14,BAR / NIGHTCLUB,78701,30.2602875,-97.73836115
411022,FAMILY DISTURBANCE,N,2019-12-08,RESIDENCE / HOME,78723,30.29795695,-97.67863599
411028,FAMILY DISTURBANCE,N,2019-09-01,RESIDENCE / HOME,78702,30.27394359,-97.71338889
411032,THEFT,N,2019-09-18,CONVENIENCE STORE,78723,30.30443968,-97.69890257
411051,THEFT,N,2019-12-05,RESIDENCE / HOME,78759,30.41227159,-97.77106372
411069,THEFT,N,2020-05-18,SPECIALTY  STORE,78758,30.35717868,-97.71518429
411072,THEFT,N,2020-06-18,OTHER / UNKNOWN,78744,30.19635864,-97.76549937
411112,BURGLARY OF VEHICLE,N,2021-06-22,PARKING /DROP LOT/ GARAGE,78701,30.25680559,-97.73917706
411145,CRIMINAL MISCHIEF,N,2020-02-06,PARKING /DROP LOT/ GARAGE,78753,30.40950098,-97.67276231
411149,BURGLARY OF VEHICLE,N,2020-03-27,PARKING /DROP LOT/ GARAGE,78744,30.21387432,-97.69896262
411151,THEFT,N,2020-03-28,GROCERY / SUPERMARKET,78729,30.46793555,-97.79250733
411175,CRIMINAL MISCHIEF,N,2021-12-30,PARKING /DROP LOT/ GARAGE,78719,30.21202735,-97.66290598
411197,CRIMINAL MISCHIEF,N,2020-08-30,RESIDENCE / HOME,78753,30.34561864,-97.68730065
411200,FAMILY DISTURBANCE,N,2021-03-18,RESIDENCE / HOME,78750,30.44313579,-97.78750786
411266,FAMILY DISTURBANCE,N,2019-06-18,OTHER / UNKNOWN,78752,30.33257085,-97.72069685
411270,FAMILY DISTURBANCE,N,2020-05-07,RESIDENCE / HOME,78754,30.37030795,-97.65571596
411271,THEFT,N,2019-09-05,PARKING /DROP LOT/ GARAGE,78701,30.26665421,-97.73508807
411296,FAMILY DISTURBANCE,N,2021-07-18,RESIDENCE / HOME,78758,30.40796357,-97.69407443
411335,BURGLARY OF VEHICLE,N,2019-02-06,DEPARTMENT / DISCOUNT STORE,78745,30.23165729,-97.79911295
411373,BURGLARY OF VEHICLE,N,2021-08-03,SERVICE/ GAS STATION,78653,30.36943348,-97.61375981
411425,FAMILY DISTURBANCE,N,2019-03-20,PARKING /DROP LOT/ GARAGE,78752,30.3436475,-97.70607017
411445,FAMILY DISTURBANCE,N,2019-07-29,RESTAURANT,78758,30.36499057,-97.69790197
411450,THEFT,N,2019-06-06,LAKE / WATERWAY/BEACH,78759,30.38973669,-97.73380813
411461,BURGLARY OF VEHICLE,N,2019-05-12,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78731,30.35245508,-97.7952955
411484,FAMILY DISTURBANCE,N,2020-04-19,RESIDENCE / HOME,78705,30.28816487,-97.72575573
411507,CRIMINAL MISCHIEF,N,2019-11-17,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.36920579,-97.6911639
411519,THEFT,N,2020-02-26,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26755343,-97.73467415
411538,THEFT,N,2020-02-28,RESIDENCE / HOME,78758,30.37521409,-97.71174462
411542,THEFT,N,2019-04-03,BAR / NIGHTCLUB,78701,30.26814826,-97.74286145
411554,THEFT,N,2019-08-08,RESIDENCE / HOME,78704,30.23096531,-97.78060888
411559,THEFT,N,2020-06-03,OTHER / UNKNOWN,78748,30.1737263,-97.82373945
411581,BURGLARY OF VEHICLE,N,2021-09-05,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78703,30.30822053,-97.75786634
411582,FAMILY DISTURBANCE,N,2021-04-11,RESIDENCE / HOME,78753,30.40890225,-97.66538527
411639,BURGLARY OF VEHICLE,N,2019-03-01,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.26143868,-97.71720388
411654,CRIMINAL MISCHIEF,N,2019-06-17,RESIDENCE / HOME,78744,30.15894012,-97.73020429
411674,FAMILY DISTURBANCE,N,2019-07-30,BANK / SAVINGS & LOAN,78723,30.31610614,-97.70155129
411699,BURGLARY OF VEHICLE,N,2021-08-28,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78754,30.37359614,-97.65223057
411766,CRIMINAL MISCHIEF,N,2020-08-03,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,78727,30.41317803,-97.73245248
411795,THEFT,N,2019-08-29,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78759,30.40543814,-97.74440154
411867,FAMILY DISTURBANCE,N,2019-03-08,RESIDENCE / HOME,78758,30.38037935,-97.69484526
411879,FAMILY DISTURBANCE,N,2021-02-28,RESIDENCE / HOME,78758,30.35831527,-97.71508367
411882,FAMILY DISTURBANCE,N,2021-07-11,RESIDENCE / HOME,78753,30.3522535,-97.69281751
411899,FAMILY DISTURBANCE,N,2021-02-06,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.28659812,-97.74193847
411913,THEFT,N,2019-11-14,GOVERNMENT / PUBLIC BUILDING,78701,30.27030217,-97.73921047
411934,THEFT,N,2020-10-06,RESIDENCE / HOME,78702,30.27623113,-97.70623184
411962,FAMILY DISTURBANCE,N,2020-12-21,RESIDENCE / HOME,78726,30.39908176,-97.84601911
411989,FAMILY DISTURBANCE,N,2020-03-22,RESIDENCE / HOME,78753,30.35337945,-97.70438115
411990,THEFT,N,2020-07-09,RESIDENCE / HOME,78751,30.30734943,-97.73989776
412052,FAMILY DISTURBANCE,N,2020-06-23,RESIDENCE / HOME,78745,30.20323551,-97.78289313
412121,BURGLARY OF VEHICLE,N,2021-08-25,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.31001039,-97.70190774
412199,BURGLARY OF VEHICLE,N,2020-03-06,RESIDENCE / HOME,78751,30.30783833,-97.73104396
412220,THEFT,N,2019-08-01,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.2679761,-97.73761583
412243,FAMILY DISTURBANCE,N,2020-05-25,RESIDENCE / HOME,78729,30.43898321,-97.75966943
412244,FAMILY DISTURBANCE,N,2019-01-15,RESIDENCE / HOME,78752,30.32634962,-97.68904022
412251,CRIMINAL MISCHIEF,N,2019-03-07,OTHER / UNKNOWN,78721,30.27801889,-97.67754599
412267,FAMILY DISTURBANCE,N,2021-04-01,RESIDENCE / HOME,78727,30.42157388,-97.69655165
412298,THEFT,N,2019-09-02,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78758,30.41205759,-97.70701405
412343,CRIMINAL MISCHIEF,N,2020-02-17,PARKING /DROP LOT/ GARAGE,78741,30.24108968,-97.72587701
412363,THEFT,N,2019-07-19,BAR / NIGHTCLUB,78701,30.26676255,-97.73907745
412370,FAMILY DISTURBANCE,N,2021-06-24,RESIDENCE / HOME,78745,30.21223442,-97.76952969
412389,CRIMINAL MISCHIEF,N,2019-10-27,RESIDENCE / HOME,78721,30.28248365,-97.67705871
412421,THEFT,N,2020-04-02,PARKING /DROP LOT/ GARAGE,78758,30.41248349,-97.70685965
412443,FAMILY DISTURBANCE,N,2019-12-15,RESIDENCE / HOME,78750,30.36955691,-97.78892681
412478,CRIMINAL MISCHIEF,N,2019-06-29,GOVERNMENT / PUBLIC BUILDING,78746,30.27208273,-97.77496831
412492,FAMILY DISTURBANCE,N,2020-08-21,RESIDENCE / HOME,78741,30.22706771,-97.72624606
412510,FAMILY DISTURBANCE,N,2019-09-13,RESIDENCE / HOME,78753,30.36652906,-97.69300392
412513,FAMILY DISTURBANCE,N,2019-08-08,RESIDENCE / HOME,78721,30.27877743,-97.67195099
412556,BURGLARY OF VEHICLE,N,2019-04-11,RESIDENCE / HOME,78722,30.29010589,-97.71156521
412572,FAMILY DISTURBANCE,N,2019-07-16,RESIDENCE / HOME,78745,30.218907,-97.78028468
412608,THEFT,N,2020-09-18,PARKING /DROP LOT/ GARAGE,78705,30.29424282,-97.73671291
412759,CRIMINAL MISCHIEF,N,2020-03-07,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78745,30.21163525,-97.79176279
412760,THEFT,N,2019-10-05,RESIDENCE / HOME,78727,30.41754289,-97.68671626
412763,FAMILY DISTURBANCE,N,2020-08-17,SERVICE/ GAS STATION,78744,30.1683339,-97.78259876
412769,BURGLARY OF VEHICLE,N,2019-08-06,PARKING /DROP LOT/ GARAGE,78748,30.16056764,-97.79244422
412797,THEFT,N,2020-06-03,OTHER / UNKNOWN,78721,30.26804819,-97.67287731
412825,THEFT,N,2019-01-26,DEPARTMENT / DISCOUNT STORE,78726,30.45465329,-97.82589259
412867,CRIMINAL MISCHIEF,N,2020-08-16,RESIDENCE / HOME,78724,30.31595289,-97.65616227
412903,CRIMINAL MISCHIEF,N,2020-07-07,COMMERCIAL / OFFICE BUILDING,78753,30.35249301,-97.67525444
412990,FAMILY DISTURBANCE,N,2021-12-09,RESIDENCE / HOME,78753,30.37776168,-97.66707794
413004,THEFT,N,2019-09-09,RESIDENCE / HOME,78758,30.37837156,-97.7000645
413006,FAMILY DISTURBANCE,N,2020-04-13,RESIDENCE / HOME,78724,30.29244494,-97.64340467
413064,BURGLARY OF VEHICLE,N,2020-04-09,PARKING /DROP LOT/ GARAGE,78705,30.29404307,-97.74124732
413082,BURGLARY OF VEHICLE,N,2021-10-31,RESIDENCE / HOME,78727,30.43042134,-97.71735879
413103,THEFT,N,2020-09-29,OTHER / UNKNOWN,78757,30.36840597,-97.72018915
413129,FAMILY DISTURBANCE,N,2019-12-07,RESIDENCE / HOME,78721,30.27842787,-97.67644463
413158,CRIMINAL MISCHIEF,N,2020-08-03,PARKING /DROP LOT/ GARAGE,78753,30.34949994,-97.69667299
413179,BURGLARY OF VEHICLE,N,2019-07-22,PARKING /DROP LOT/ GARAGE,78704,30.24775128,-97.77128252
413190,FAMILY DISTURBANCE,N,2020-10-31,RESIDENCE / HOME,78748,30.15028477,-97.79551523
413262,THEFT,N,2019-11-07,COMMERCIAL / OFFICE BUILDING,78757,30.35597872,-97.73638293
413300,FAMILY DISTURBANCE,N,2021-06-14,RESIDENCE / HOME,78758,30.38571095,-97.6941093
413357,CRIMINAL MISCHIEF,N,2019-07-21,RESIDENCE / HOME,78723,30.30528249,-97.68827666
413379,FAMILY DISTURBANCE,N,2019-10-14,RESIDENCE / HOME,78745,30.21462436,-97.79326434
413384,FAMILY DISTURBANCE,N,2019-04-26,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.31395233,-97.66534762
413387,BURGLARY OF VEHICLE,N,2020-05-08,PARKING /DROP LOT/ GARAGE,78704,30.24916277,-97.75021978
413404,FAMILY DISTURBANCE,N,2021-05-14,RESIDENCE / HOME,78748,30.17574656,-97.82789069
413430,FAMILY DISTURBANCE,N,2020-05-18,COMMERCIAL / OFFICE BUILDING,78704,30.23092592,-97.7870585
413459,THEFT,N,2020-06-05,RESTAURANT,78613,30.46732001,-97.80381717
413477,THEFT,N,2021-03-01,RESIDENCE / HOME,78758,30.36794147,-97.71507925
413512,BURGLARY OF VEHICLE,N,2020-07-17,OTHER / UNKNOWN,78704,30.25202291,-97.74135842
413538,FAMILY DISTURBANCE,N,2021-08-09,RESIDENCE / HOME,78745,30.19084407,-97.77786025
413569,BURGLARY OF VEHICLE,N,2019-12-17,PARKING /DROP LOT/ GARAGE,78753,30.39665922,-97.66375058
413599,THEFT,N,2020-11-17,COMMERCIAL / OFFICE BUILDING,78749,30.23457272,-97.8509433
413605,FAMILY DISTURBANCE,N,2019-10-04,RESIDENCE / HOME,78741,30.22438247,-97.72917527
413639,CRIMINAL MISCHIEF,N,2019-04-20,RESIDENCE / HOME,78745,30.21449748,-97.79338485
413664,FAMILY DISTURBANCE,N,2019-07-27,RESIDENCE / HOME,78751,30.31300008,-97.73304451
413675,BURGLARY OF VEHICLE,N,2019-11-16,OTHER / UNKNOWN,78613,30.46718464,-97.80504311
413688,FAMILY DISTURBANCE,N,2021-03-13,RESIDENCE / HOME,78753,30.37919393,-97.67300529
413712,FAMILY DISTURBANCE,N,2019-06-10,RESIDENCE / HOME,78752,30.32686021,-97.6900598
413729,BURGLARY OF VEHICLE,N,2019-01-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.29495679,-97.74168552
413733,FAMILY DISTURBANCE,N,2021-05-30,RESIDENCE / HOME,78745,30.21236733,-97.77411151
413802,FAMILY DISTURBANCE,N,2020-10-20,RESIDENCE / HOME,78729,30.4582628,-97.77547907
413810,FAMILY DISTURBANCE,N,2020-05-22,CONVENIENCE STORE,78751,30.3188014,-97.73051053
413811,FAMILY DISTURBANCE,N,2021-12-16,RESIDENCE / HOME,78753,30.39295402,-97.67684845
413815,FAMILY DISTURBANCE,N,2020-09-24,RESIDENCE / HOME,78753,30.3522535,-97.69281751
413841,FAMILY DISTURBANCE,N,2021-02-19,RESIDENCE / HOME,78750,30.3855781,-97.79951528
413866,THEFT,N,2019-10-18,AIR / BUS / TRAIN TERMINAL,78719,30.2022808,-97.66465728
413868,CRIMINAL MISCHIEF,N,2021-11-07,PARKING /DROP LOT/ GARAGE,78758,30.37378569,-97.7126399
413890,THEFT,N,2021-09-09,OTHER / UNKNOWN,78750,30.44526449,-97.78695008
413898,CRIMINAL MISCHIEF,N,2020-06-27,OTHER / UNKNOWN,78739,30.19110705,-97.88951599
413903,THEFT,N,2020-08-27,OTHER / UNKNOWN,78748,30.13757475,-97.80032308
413912,BURGLARY OF VEHICLE,N,2019-02-01,PARKING /DROP LOT/ GARAGE,78729,30.46422112,-97.79410068
413929,THEFT,N,2021-05-21,PARKING /DROP LOT/ GARAGE,78723,30.30416717,-97.70156941
413970,THEFT,N,2021-06-05,RESIDENCE / HOME,78753,30.39438783,-97.67065387
413987,FAMILY DISTURBANCE,N,2019-06-09,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.32110649,-97.69099732
414025,THEFT,N,2019-02-05,RESIDENCE / HOME,78704,30.25962312,-97.77920804
414026,FAMILY DISTURBANCE,N,2021-03-28,RESIDENCE / HOME,78753,30.36964145,-97.67391587
414033,THEFT,N,2019-08-11,DEPARTMENT / DISCOUNT STORE,78748,30.16291061,-97.79312325
